sampleid	Study	Link	Host	Phylum	Class	Order	Family	Genus	Species	Diet	16S 515F-806R	Elevation	Latitude	Longitude	Year_Collected	Year_Given	Precipitation	Temp_Min	Temp_Max	Temp_Mean	Rel_Hum	Sun_Shine	Wind	ETo	Land_Water_Air	AquaStat_Link	Climate_Notes	Included	ExclusionReason	Captivity	GMTOL_Notes	16S515F-806R	initials	Continent
Jeon3	Jeon_et_al_2023	https://www.mdpi.com/2075-4450/14/4/358	Fall Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae 	Spodoptera 	Spodoptera_frugiperda	Herbivore 	V3-V4	34	35.4985	128.7896	2021		97.5	-4.8	29.3	13.61666667	54.56666667	14774358.75	2.17	79.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.4984942&lon=128.7895971&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	NT	Asia
Jeon4	Jeon_et_al_2023	https://www.mdpi.com/2075-4450/14/4/358	Fall Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae 	Spodoptera 	Spodoptera_frugiperda	Herbivore 	V3-V4	34	35.4985	128.7896	2021		97.5	-4.8	29.3	13.61666667	54.56666667	14774358.75	2.17	79.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.4984942&lon=128.7895971&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	NT	Asia
Jeon5	Jeon_et_al_2023	https://www.mdpi.com/2075-4450/14/4/358	Fall Armyworm	Arthropoda	Insecta	Lepidoptera	Noctuidae 	Spodoptera 	Spodoptera_frugiperda	Herbivore 	V3-V4	34	35.4985	128.7896	2021		97.5	-4.8	29.3	13.61666667	54.56666667	14774358.75	2.17	79.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.4984942&lon=128.7895971&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	NT	Asia
Zhang-Xu1	Zhang_et_al_2021	https://peerj.com/articles/11490/	Sunda Pangolin	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis_javanica	Carnivore	V3-V4	21	23.1356	113.3484	2021	N	146.5	9.1	32.2	23.21666667	66.21666667	15216421.08	3.08	111.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.135609&lon=113.348390&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	EK	Asia
Zhang-Xu2	Zhang_et_al_2021	https://peerj.com/articles/11490/	Sunda Pangolin	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis_javanica	Carnivore	V3-V4	21	23.1356	113.3484	2021	N	146.5	9.1	32.2	23.21666667	66.21666667	15216421.08	3.08	111.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.135609&lon=113.348390&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	EK	Asia
Zhang-Xu3	Zhang_et_al_2021	https://peerj.com/articles/11490/	Sunda Pangolin	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis_javanica	Carnivore	V3-V4	21	23.1356	113.3484	2021	N	146.5	9.1	32.2	23.21666667	66.21666667	15216421.08	3.08	111.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.135609&lon=113.348390&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	EK	Asia
Zhang-Xu4	Zhang_et_al_2021	https://peerj.com/articles/11490/	Sunda Pangolin	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis_javanica	Carnivore	V3-V4	21	23.1356	113.3484	2021	N	146.5	9.1	32.2	23.21666667	66.21666667	15216421.08	3.08	111.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.135609&lon=113.348390&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	EK	Asia
Zhang-Xu5	Zhang_et_al_2021	https://peerj.com/articles/11490/	Sunda Pangolin	Chordata	Mammalia	Pholidota	Manidae	Manis	Manis_javanica	Carnivore	V3-V4	21	23.1356	113.3484	2021	N	146.5	9.1	32.2	23.21666667	66.21666667	15216421.08	3.08	111.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.135609&lon=113.348390&year=2021&datasource=agera5		Y	Samples bred in captivity	Y		V3-V4	EK	Asia
vasco1	Vasco_et_al_2022	https://animalmicrobiome.biomedcentral.com/articles/10.1186/s42523-022-00218-4	Marine Iguana	Chordata	Reptilia	Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus_Cristatus	Herbivore	V4	525	-0.4124	-91.4821	2018		31.66666667	18.9	29.1	24.39166667	54.325	21244649.33	1.76	132.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-0.4123801&lon=-91.4821482&year=2018&datasource=agera5						V4	NS	Europe
vasco2	Vasco_et_al_2022	https://animalmicrobiome.biomedcentral.com/articles/10.1186/s42523-022-00218-4	Marine Iguana	Chordata	Reptilia	Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus_Cristatus	Herbivore	V4	525	-0.4124	-91.4821	2018		31.66666667	18.9	29.1	24.39166667	54.325	21244649.33	1.76	132.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-0.4123801&lon=-91.4821482&year=2018&datasource=agera5						V4	NS	Europe
vasco3	Vasco_et_al_2022	https://animalmicrobiome.biomedcentral.com/articles/10.1186/s42523-022-00218-4	Marine Iguana	Chordata	Reptilia	Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus_Cristatus	Herbivore	V4	525	-0.4124	-91.4821	2018		31.66666667	18.9	29.1	24.39166667	54.325	21244649.33	1.76	132.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-0.4123801&lon=-91.4821482&year=2018&datasource=agera5						V4	NS	Europe
vasco4	Vasco_et_al_2022	https://animalmicrobiome.biomedcentral.com/articles/10.1186/s42523-022-00218-4	Marine Iguana	Chordata	Reptilia	Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus_Cristatus	Herbivore	V4	525	-0.4124	-91.4821	2018		31.66666667	18.9	29.1	24.39166667	54.325	21244649.33	1.76	132.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-0.4123801&lon=-91.4821482&year=2018&datasource=agera5						V4	NS	Europe
vasco5	Vasco_et_al_2022	https://animalmicrobiome.biomedcentral.com/articles/10.1186/s42523-022-00218-4	Marine Iguana	Chordata	Reptilia	Squamata	Iguanidae	Amblyrhynchus	Amblyrhynchus_Cristatus	Herbivore	V4	525	-0.4124	-91.4821	2018		31.66666667	18.9	29.1	24.39166667	54.325	21244649.33	1.76	132.0	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=-0.4123801&lon=-91.4821482&year=2018&datasource=agera5						V4	NS	Europe
Mathai1	Mathai_et_al_2021	https://doi.org/10.3389/fmicb.2021.706683	Sea Lamprey	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon_Marinus	Carnivore	V4	187	45.5539	-84.1366	2019		109.75	-11.8	24.0	5.825	66.925	13379780.58	4.29	61.5	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.54074781208624&lon=-84.13490303881478&year=2019&datasource=agera5						V4	DW	Oceania
Mathai2	Mathai_et_al_2021	https://doi.org/10.3389/fmicb.2021.706683	Sea Lamprey	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon_Marinus	Carnivore	V4	187	45.5539	-84.1366	2019		109.75	-11.8	24.0	5.825	66.925	13379780.58	4.29	61.5	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.54074781208624&lon=-84.13490303881478&year=2019&datasource=agera5						V4	DW	Oceania
Mathai3	Mathai_et_al_2021	https://doi.org/10.3389/fmicb.2021.706683	Sea Lamprey	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon_Marinus	Carnivore	V4	187	45.5539	-84.1366	2019		109.75	-11.8	24.0	5.825	66.925	13379780.58	4.29	61.5	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.54074781208624&lon=-84.13490303881478&year=2019&datasource=agera5						V4	DW	Oceania
Mathai4	Mathai_et_al_2021	https://doi.org/10.3389/fmicb.2021.706683	Sea Lamprey	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon_Marinus	Carnivore	V4	187	45.5539	-84.1366	2019		109.75	-11.8	24.0	5.825	66.925	13379780.58	4.29	61.5	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.54074781208624&lon=-84.13490303881478&year=2019&datasource=agera5						V4	DW	Oceania
Mathai5	Mathai_et_al_2021	https://doi.org/10.3389/fmicb.2021.706683	Sea Lamprey	Chordata	Hyperoartia	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon_Marinus	Carnivore	V4	187	45.5539	-84.1366	2019		109.75	-11.8	24.0	5.825	66.925	13379780.58	4.29	61.5	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=45.54074781208624&lon=-84.13490303881478&year=2019&datasource=agera5						V4	DW	Oceania
Holt1	Holt_et_al_2019	https://www.nature.com/articles/s41396-019-0546-1#Sec2	European Lobster	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	V4	-14	50.3159	-4.7344	2017		69.58333333	3.9	18.6	10.85833333	77.875	10520316.0	4.71	52.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=50.3116966&lon=-4.703676199999999&year=2017&datasource=agera5	Collected on coast				studydatawaspaired_onlyusedsingle(badscoreforreverseread)	V4	DW	Asia
Holt2	Holt_et_al_2019	https://www.nature.com/articles/s41396-019-0546-1#Sec2	European Lobster	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	V4	-14	50.3159	-4.7344	2017		69.58333333	3.9	18.6	10.85833333	77.875	10520316.0	4.71	52.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=50.3116966&lon=-4.703676199999999&year=2017&datasource=agera5	Collected on coast				studydatawaspaired_onlyusedsingle(badscoreforreverseread)	V4	DW	Asia
Holt3	Holt_et_al_2019	https://www.nature.com/articles/s41396-019-0546-1#Sec2	European Lobster	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	V4	-14	50.3159	-4.7344	2017		69.58333333	3.9	18.6	10.85833333	77.875	10520316.0	4.71	52.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=50.3116966&lon=-4.703676199999999&year=2017&datasource=agera5	Collected on coast				studydatawaspaired_onlyusedsingle(badscoreforreverseread)	V4	DW	Asia
Holt4	Holt_et_al_2019	https://www.nature.com/articles/s41396-019-0546-1#Sec2	European Lobster	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	V4	-14	50.3159	-4.7344	2017		69.58333333	3.9	18.6	10.85833333	77.875	10520316.0	4.71	52.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=50.3116966&lon=-4.703676199999999&year=2017&datasource=agera5	Collected on coast				studydatawaspaired_onlyusedsingle(badscoreforreverseread)	V4	DW	Asia
Holt5	Holt_et_al_2019	https://www.nature.com/articles/s41396-019-0546-1#Sec2	European Lobster	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	V4	-14	50.3159	-4.7344	2017		69.58333333	3.9	18.6	10.85833333	77.875	10520316.0	4.71	52.0	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=50.3116966&lon=-4.703676199999999&year=2017&datasource=agera5	Collected on coast				studydatawaspaired_onlyusedsingle(badscoreforreverseread)	V4	DW	Asia
moeller1	Moeller_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.01181-20	Western Fence Lizards	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Occidentalis	Carnivore	V4	115	35.3021	-120.6594	2018		27.83333333	5.6	27.9	15.68333333	46.3	19961818.25	2.43	109.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.3050053&lon=-120.6624942&year=2018&datasource=agera5						V4	EO	Asia
moeller2	Moeller_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.01181-20	Western Fence Lizards	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Occidentalis	Carnivore	V4	115	35.3021	-120.6594	2018		27.83333333	5.6	27.9	15.68333333	46.3	19961818.25	2.43	109.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.3050053&lon=-120.6624942&year=2018&datasource=agera5						V4	EO	Asia
moeller3	Moeller_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.01181-20	Western Fence Lizards	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Occidentalis	Carnivore	V4	115	35.3021	-120.6594	2018		27.83333333	5.6	27.9	15.68333333	46.3	19961818.25	2.43	109.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.3050053&lon=-120.6624942&year=2018&datasource=agera5						V4	EO	Asia
moeller4	Moeller_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.01181-20	Western Fence Lizards	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Occidentalis	Carnivore	V4	115	35.3021	-120.6594	2018		27.83333333	5.6	27.9	15.68333333	46.3	19961818.25	2.43	109.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.3050053&lon=-120.6624942&year=2018&datasource=agera5						V4	EO	Asia
moeller5	Moeller_et_al_2020	https://journals.asm.org/doi/full/10.1128/AEM.01181-20	Western Fence Lizards	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Occidentalis	Carnivore	V4	115	35.3021	-120.6594	2018		27.83333333	5.6	27.9	15.68333333	46.3	19961818.25	2.43	109.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=35.3050053&lon=-120.6624942&year=2018&datasource=agera5						V4	EO	Asia
Lawson1	Lawson_et_al_2022	https://onlinelibrary-wiley-com.turing.library.northwestern.edu/doi/10.1111/fwb.13905	Threeridge Mussel	Mollusca	Bivalvia	Unionida	Unionidae	Amblema	Amblema_Plicata	Planktivore	V4	99	33.4588	-87.9229	2019		137.5	2.3	33.6	18.31666667	56.36666667	16030203.83	2.61	102.5833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=33.45881376951512&lon=-87.92289028898892&year=2019&datasource=agera5	Samples taken from multiple local rivers					V4	DW	Europe
Lawson2	Lawson_et_al_2022	https://onlinelibrary-wiley-com.turing.library.northwestern.edu/doi/10.1111/fwb.13905	Threeridge Mussel	Mollusca	Bivalvia	Unionida	Unionidae	Amblema	Amblema_Plicata	Planktivore	V4	99	33.4588	-87.9229	2019		137.5	2.3	33.6	18.31666667	56.36666667	16030203.83	2.61	102.5833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=33.45881376951512&lon=-87.92289028898892&year=2019&datasource=agera5	Samples taken from multiple local rivers					V4	DW	Europe
Lawson3	Lawson_et_al_2022	https://onlinelibrary-wiley-com.turing.library.northwestern.edu/doi/10.1111/fwb.13905	Threeridge Mussel	Mollusca	Bivalvia	Unionida	Unionidae	Amblema	Amblema_Plicata	Planktivore	V4	99	33.4588	-87.9229	2019		137.5	2.3	33.6	18.31666667	56.36666667	16030203.83	2.61	102.5833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=33.45881376951512&lon=-87.92289028898892&year=2019&datasource=agera5	Samples taken from multiple local rivers					V4	DW	Europe
Lawson4	Lawson_et_al_2022	https://onlinelibrary-wiley-com.turing.library.northwestern.edu/doi/10.1111/fwb.13905	Threeridge Mussel	Mollusca	Bivalvia	Unionida	Unionidae	Amblema	Amblema_Plicata	Planktivore	V4	99	33.4588	-87.9229	2019		137.5	2.3	33.6	18.31666667	56.36666667	16030203.83	2.61	102.5833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=33.45881376951512&lon=-87.92289028898892&year=2019&datasource=agera5	Samples taken from multiple local rivers					V4	DW	Europe
Lawson5	Lawson_et_al_2022	https://onlinelibrary-wiley-com.turing.library.northwestern.edu/doi/10.1111/fwb.13905	Threeridge Mussel	Mollusca	Bivalvia	Unionida	Unionidae	Amblema	Amblema_Plicata	Planktivore	V4	99	33.4588	-87.9229	2019		137.5	2.3	33.6	18.31666667	56.36666667	16030203.83	2.61	102.5833333	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=33.45881376951512&lon=-87.92289028898892&year=2019&datasource=agera5	Samples taken from multiple local rivers					V4	DW	Europe
Trevelline1	Trevelline_et_al_2019	https://academic.oup.com/femsec/article/95/7/fiz086/5519851	Eastern Fence Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Undulatus	Carnivore	V4	45	30.732	-87.9013	2017		139.4166667	6.9	31.7	20.69166667	60.21666667	16891293.67	2.87	107.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=30.732022&lon=-87.901318&year=2017&datasource=agera5	All females				captive	V4	DW	Asia
Trevelline2	Trevelline_et_al_2019	https://academic.oup.com/femsec/article/95/7/fiz086/5519851	Eastern Fence Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Undulatus	Carnivore	V4	45	30.732	-87.9013	2017		139.4166667	6.9	31.7	20.69166667	60.21666667	16891293.67	2.87	107.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=30.732022&lon=-87.901318&year=2017&datasource=agera5	All females				captive	V4	DW	Asia
Trevelline3	Trevelline_et_al_2019	https://academic.oup.com/femsec/article/95/7/fiz086/5519851	Eastern Fence Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Undulatus	Carnivore	V4	45	30.732	-87.9013	2017		139.4166667	6.9	31.7	20.69166667	60.21666667	16891293.67	2.87	107.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=30.732022&lon=-87.901318&year=2017&datasource=agera5	All females				captive	V4	DW	Asia
Trevelline4	Trevelline_et_al_2019	https://academic.oup.com/femsec/article/95/7/fiz086/5519851	Eastern Fence Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Undulatus	Carnivore	V4	45	30.732	-87.9013	2017		139.4166667	6.9	31.7	20.69166667	60.21666667	16891293.67	2.87	107.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=30.732022&lon=-87.901318&year=2017&datasource=agera5	All females				captive	V4	DW	Asia
Trevelline5	Trevelline_et_al_2019	https://academic.oup.com/femsec/article/95/7/fiz086/5519851	Eastern Fence Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Undulatus	Carnivore	V4	45	30.732	-87.9013	2017		139.4166667	6.9	31.7	20.69166667	60.21666667	16891293.67	2.87	107.3333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=30.732022&lon=-87.901318&year=2017&datasource=agera5	All females				captive	V4	DW	Asia
liu1	Liu_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00036/full#h7	Noble Scallop	Mollusca	Bivalvia	Pectinida	Pectiniae	Chlamys	Chalamys_Nobilis	Herbivore	V4	20	23.4833	117.1167	2020	N	86.4469697	-11.8	33.6	17.45530303	62.7030303	15955593.88	3.29	96.47727273	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.483333&lon=117.116667&year=2020&datasource=agera5						V4	EO	Asia
liu2	Liu_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00036/full#h7	Noble Scallop	Mollusca	Bivalvia	Pectinida	Pectiniae	Chlamys	Chalamys_Nobilis	Herbivore	V4	20	23.4833	117.1167	2020	N	86.4469697	-11.8	33.6	17.45530303	62.7030303	15955593.88	3.29	96.47727273	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.483333&lon=117.116667&year=2020&datasource=agera5						V4	EO	Asia
liu3	Liu_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00036/full#h7	Noble Scallop	Mollusca	Bivalvia	Pectinida	Pectiniae	Chlamys	Chalamys_Nobilis	Herbivore	V4	20	23.4833	117.1167	2020	N	86.4469697	-11.8	33.6	17.45530303	62.7030303	15955593.88	3.29	96.47727273	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.483333&lon=117.116667&year=2020&datasource=agera5						V4	EO	Asia
liu4	Liu_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00036/full#h7	Noble Scallop	Mollusca	Bivalvia	Pectinida	Pectiniae	Chlamys	Chalamys_Nobilis	Herbivore	V4	20	23.4833	117.1167	2020	N	86.4469697	-11.8	33.6	17.45530303	62.7030303	15955593.88	3.29	96.47727273	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.483333&lon=117.116667&year=2020&datasource=agera5						V4	EO	Asia
liu5	Liu_et_al_2020	https://www.frontiersin.org/articles/10.3389/fmicb.2020.00036/full#h7	Noble Scallop	Mollusca	Bivalvia	Pectinida	Pectiniae	Chlamys	Chalamys_Nobilis	Herbivore	V4	20	23.4833	117.1167	2020	N	86.4469697	-11.8	33.6	17.45530303	62.7030303	15955593.88	3.29	96.47727273	Water	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=23.483333&lon=117.116667&year=2020&datasource=agera5						V4	EO	Asia
Berlow1	Berlow_et_al_2021	https://link.springer.com/article/10.1007/s00248-020-01569-8	White-Crowned Sparrow	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia_Leucophrys	Omnivore	V4	34	37.7924	-122.481	2016		62.83333333	9.0	17.8	13.725	76.93333333	17932339.42	4.7	75.83333333	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.7923841&lon=-122.4810057&year=2016&datasource=agera5	Sampling done in an area of 1400 sq. km					V4	AK	Europe
Berlow2	Berlow_et_al_2021	https://link.springer.com/article/10.1007/s00248-020-01569-8	White-Crowned Sparrow	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia_Leucophrys	Omnivore	V4	34	37.7924	-122.481	2016		62.83333333	9.0	17.8	13.725	76.93333333	17932339.42	4.7	75.83333333	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.7923841&lon=-122.4810057&year=2016&datasource=agera5	Sampling done in an area of 1400 sq. km					V4	AK	Europe
Berlow3	Berlow_et_al_2021	https://link.springer.com/article/10.1007/s00248-020-01569-8	White-Crowned Sparrow	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia_Leucophrys	Omnivore	V4	34	37.7924	-122.481	2016		62.83333333	9.0	17.8	13.725	76.93333333	17932339.42	4.7	75.83333333	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.7923841&lon=-122.4810057&year=2016&datasource=agera5	Sampling done in an area of 1400 sq. km					V4	AK	Europe
Berlow4	Berlow_et_al_2021	https://link.springer.com/article/10.1007/s00248-020-01569-8	White-Crowned Sparrow	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia_Leucophrys	Omnivore	V4	34	37.7924	-122.481	2016		62.83333333	9.0	17.8	13.725	76.93333333	17932339.42	4.7	75.83333333	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.7923841&lon=-122.4810057&year=2016&datasource=agera5	Sampling done in an area of 1400 sq. km					V4	AK	Europe
Berlow5	Berlow_et_al_2021	https://link.springer.com/article/10.1007/s00248-020-01569-8	White-Crowned Sparrow	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia_Leucophrys	Omnivore	V4	34	37.7924	-122.481	2016		62.83333333	9.0	17.8	13.725	76.93333333	17932339.42	4.7	75.83333333	Air	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=37.7923841&lon=-122.4810057&year=2016&datasource=agera5	Sampling done in an area of 1400 sq. km					V4	AK	Europe
Bunker1	Bunker_et_al_2022	https://www.nature.com/articles/s41598-022-24518-6	Striped Plateau Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Virgatus	Carnivore	V4	1672	31.884	-109.206	2018		43.0	-0.5	27.4	12.85	37.89166667	20535724.92	2.52	115.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.88397669999999&lon=-109.2059679&year=2018&datasource=agera5						V4	DW	Asia
Bunker2	Bunker_et_al_2022	https://www.nature.com/articles/s41598-022-24518-6	Striped Plateau Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Virgatus	Carnivore	V4	1672	31.884	-109.206	2018		43.0	-0.5	27.4	12.85	37.89166667	20535724.92	2.52	115.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.88397669999999&lon=-109.2059679&year=2018&datasource=agera5						V4	DW	Asia
Bunker3	Bunker_et_al_2022	https://www.nature.com/articles/s41598-022-24518-6	Striped Plateau Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Virgatus	Carnivore	V4	1672	31.884	-109.206	2018		43.0	-0.5	27.4	12.85	37.89166667	20535724.92	2.52	115.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.88397669999999&lon=-109.2059679&year=2018&datasource=agera5						V4	DW	Asia
Bunker4	Bunker_et_al_2022	https://www.nature.com/articles/s41598-022-24518-6	Striped Plateau Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Virgatus	Carnivore	V4	1672	31.884	-109.206	2018		43.0	-0.5	27.4	12.85	37.89166667	20535724.92	2.52	115.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.88397669999999&lon=-109.2059679&year=2018&datasource=agera5						V4	DW	Asia
Bunker5	Bunker_et_al_2022	https://www.nature.com/articles/s41598-022-24518-6	Striped Plateau Lizard	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus	Sceloporus_Virgatus	Carnivore	V4	1672	31.884	-109.206	2018		43.0	-0.5	27.4	12.85	37.89166667	20535724.92	2.52	115.4166667	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=31.88397669999999&lon=-109.2059679&year=2018&datasource=agera5						V4	DW	Asia
Monterio-1	Monterio_et_al_2022	https://www.nature.com/articles/s41598-022-08761-5#data-availability	Holstein Cows	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Taurus_Taurus	Herbivore	V4	223	40.0898	-88.2202	2022	N	79.0	-8.9	28.9	11.375	56.93333333	15223908.25	4.23	92.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=40.089836675604175&lon=-88.2201528896715&year=2022&datasource=agera5						V4	ES	North America
Monterio-2	Monterio_et_al_2022	https://www.nature.com/articles/s41598-022-08761-5#data-availability	Holstein Cows	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Taurus_Taurus	Herbivore	V4	223	40.0898	-88.2202	2022	N	79.0	-8.9	28.9	11.375	56.93333333	15223908.25	4.23	92.83333333	Land	https://aquastat.fao.org/climate-information-tool/complete-climate-data?lat=40.089836675604175&lon=-88.2201528896715&year=2022&datasource=agera5						V4	ES	North America
